"PVWatts: Hourly PV Performance Data"
"Requested Location:","78249"
"Location:","SAN ANTONIO INTL AP, TX"
"Lat (deg N):","29.53"
"Long (deg W):","98.47"
"Elev (m):","247"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.09"
"Capacity Factor (%)","16.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"5","5","5","1","1","20","3.1","0.97","18.431","3.439","0"
"5","5","6","143","46","21.7","4.1","46.918","21.332","146.622","121.63"
"5","5","7","228","156","21.7","7.2","214.855","24.167","698.802","661.891"
"5","5","8","443","252","24.4","8.2","477.79","30.707","1562.611","1501.842"
"5","5","9","490","271","24.4","5.2","627.592","35.934","2035.08","1958.572"
"5","5","10","326","461","26.1","4.6","748.034","41.161","2375.861","2286.821"
"5","5","11","746","310","27.8","6.7","1044.601","44.878","3257.123","3131.083"
"5","5","12","518","372","28.3","6.2","905.246","44.181","2833.265","2725.847"
"5","5","13","59","414","27.2","6.2","465.725","35.381","1523.877","1464.314"
"5","5","14","281","343","28.3","6.7","592.176","37.673","1914.112","1841.815"
"5","5","15","553","248","28.9","8.2","652.091","38.154","2090.43","2011.954"
"5","5","16","223","229","28.3","6.7","339.348","33.728","1101.465","1054.224"
"5","5","17","522","130","27.8","6.2","279.873","32.093","836.357","796.073"
"5","5","18","279","46","25.6","3.6","53.582","26.084","147.571","122.562"
"5","5","19","6","0","23.3","3.6","0","23.3","0","0"
"5","5","20","0","0","21.7","3.1","0","21.7","0","0"
"5","5","21","0","0","21.1","2.6","0","21.1","0","0"
"5","5","22","0","0","20","2.6","0","20","0","0"
"5","5","23","0","0","19.4","3.1","0","19.4","0","0"
"5","6","0","0","0","18.9","3.1","0","18.9","0","0"
"5","6","1","0","0","18.3","3.6","0","18.3","0","0"
"5","6","2","0","0","17.8","2.6","0","17.8","0","0"
"5","6","3","0","0","17.8","3.1","0","17.8","0","0"
"5","6","4","0","0","17.8","2.1","0","17.8","0","0"
"5","6","5","1","1","16.7","3.6","0.97","15.137","3.491","0"
"5","6","6","194","57","18.9","3.6","58.636","18.714","183.15","157.45"
"5","6","7","530","99","21.7","4.6","252.465","25.681","766.172","727.629"
"5","6","8","523","213","23.9","6.2","484.652","31.545","1572.605","1511.523"
"5","6","9","422","358","25","5.2","659.496","37.154","2128.046","2048.217"
"5","6","10","291","453","25.6","3.1","709.192","42.086","2241.997","2157.998"
"5","6","11","572","357","27.2","4.1","922.852","46.677","2850.721","2742.566"
"5","6","12","610","366","27.8","4.6","990.411","48.186","3035.684","2919.564"
"5","6","13","570","383","28.9","3.1","947.085","51.26","2855.446","2747.091"
"5","6","14","461","361","28.9","3.6","771.407","46.457","2383.434","2294.104"
"5","6","15","464","295","29.4","4.1","633.054","43.041","1981.487","1906.86"
"5","6","16","250","210","28.9","4.6","337.396","35.761","1081.942","1035.233"
"5","6","17","86","134","28.3","5.2","151.944","30.663","493.136","460.968"
"5","6","18","0","32","26.1","3.6","30.354","25.787","104.032","79.852"
"5","6","19","0","0","24.4","2.6","0","24.4","0","0"
"5","6","20","0","0","23.9","2.1","0","23.9","0","0"
"5","6","21","0","0","22.2","2.6","0","22.2","0","0"
"5","6","22","0","0","21.1","3.1","0","21.1","0","0"
"5","6","23","0","0","20.6","2.6","0","20.6","0","0"
"5","7","0","0","0","20.6","2.1","0","20.6","0","0"
"5","7","1","0","0","18.9","2.6","0","18.9","0","0"
"5","7","2","0","0","17.8","2.6","0","17.8","0","0"
"5","7","3","0","0","17.8","2.6","0","17.8","0","0"
"5","7","4","0","0","16.7","3.1","0","16.7","0","0"
"5","7","5","4","0","16.7","2.6","0","16.7","0","0"
"5","7","6","217","48","18.9","3.1","51.388","18.519","154.283","129.144"
"5","7","7","507","100","21.1","2.6","245.472","25.761","746.383","708.323"
"5","7","8","652","146","23.9","3.6","489.354","33.98","1559.045","1498.387"
"5","7","9","728","192","25","2.6","722.827","42.319","2265.579","2180.702"
"5","7","10","660","272","26.1","4.6","856.773","43.493","2687.266","2585.908"
"5","7","11","515","389","27.2","4.1","898.724","46.458","2779.407","2674.245"
"5","7","12","408","426","27.8","4.6","842.133","45.212","2621.703","2523.007"
"5","7","13","475","406","28.3","4.1","877.118","47.07","2703.938","2601.896"
"5","7","14","198","413","28.9","4.6","583.201","41.127","1853","1782.783"
"5","7","15","291","344","28.9","5.2","551.955","39.229","1764.325","1697.069"
"5","7","16","351","251","28.9","5.7","429.605","36.438","1370.388","1315.479"
"5","7","17","45","158","28.3","5.2","161.744","30.992","532.562","499.513"
"5","7","18","0","46","26.7","5.2","42.794","26.669","146.055","121.075"
"5","7","19","0","0","26.1","4.6","0","26.1","0","0"
"5","7","20","0","0","25.6","5.2","0","25.6","0","0"
"5","7","21","0","0","25.6","5.7","0","25.6","0","0"
"5","7","22","0","0","24.4","6.2","0","24.4","0","0"
"5","7","23","0","0","23.3","5.7","0","23.3","0","0"
"5","8","0","0","0","23.3","6.7","0","23.3","0","0"
"5","8","1","0","0","22.2","7.2","0","22.2","0","0"
"5","8","2","0","0","21.7","5.7","0","21.7","0","0"
"5","8","3","0","0","21.7","4.1","0","21.7","0","0"
"5","8","4","0","0","21.7","4.6","0","21.7","0","0"
"5","8","5","0","0","21.7","5.7","0","21.7","0","0"
"5","8","6","0","31","22.2","5.2","29.401","21.563","102.775","78.619"
"5","8","7","12","174","22.8","6.2","166.314","24.653","570.796","536.88"
"5","8","8","74","229","23.9","6.2","258.151","27.531","871.242","830.076"
"5","8","9","246","309","25","6.7","484.479","32.315","1602.719","1540.688"
"5","8","10","174","455","26.7","7.2","603.324","35.833","1968.696","1894.515"
"5","8","11","39","423","26.7","6.7","454.693","33.942","1498.369","1439.593"
"5","8","12","29","430","26.7","6.2","454.024","34.114","1494.935","1436.265"
"5","8","13","1","300","27.2","6.2","289.918","31.798","965.455","921.857"
"5","8","14","0","135","26.7","6.2","128.942","28.306","436.669","405.74"
"5","8","15","3","240","27.2","5.2","231.645","30.735","775.3","736.533"
"5","8","16","6","161","27.2","5.7","156.253","29.328","526.08","493.177"
"5","8","17","32","136","26.7","6.2","137.679","28.289","460.41","428.964"
"5","8","18","0","20","26.1","5.2","18.942","25.561","64.989","41.54"
"5","8","19","0","1","25.6","6.7","0.97","24.675","3.341","0"
"5","8","20","0","0","25","6.2","0","25","0","0"
"5","8","21","0","0","24.4","5.2","0","24.4","0","0"
"5","8","22","0","0","23.9","5.7","0","23.9","0","0"
"5","8","23","0","0","23.3","5.7","0","23.3","0","0"
"5","9","0","0","0","22.8","6.2","0","22.8","0","0"
"5","9","1","0","0","22.8","6.2","0","22.8","0","0"
"5","9","2","0","0","22.2","5.2","0","22.2","0","0"
"5","9","3","0","0","22.2","5.2","0","22.2","0","0"
"5","9","4","0","0","22.2","5.7","0","22.2","0","0"
"5","9","5","0","0","22.2","5.7","0","22.2","0","0"
"5","9","6","0","8","22.8","5.7","7.566","21.815","26.416","3.675"
"5","9","7","1","58","23.3","6.2","55.356","23.213","191.833","165.964"
"5","9","8","1","90","23.3","5.2","86.116","23.86","297.742","269.747"
"5","9","9","8","281","25.6","6.2","274.695","29.447","924.984","882.44"
"5","9","10","140","358","27.2","7.2","477.349","34.141","1570.669","1509.647"
"5","9","11","649","359","28.9","6.7","997.087","44.917","3108.354","2989.025"
"5","9","12","476","388","30.6","6.2","876.392","45.961","2717.729","2615.121"
"5","9","13","560","369","31.1","5.7","921.439","47.898","2828.171","2720.968"
"5","9","14","150","253","26.7","4.6","386.546","35.024","1266.16","1214.295"
"5","9","15","720","145","29.4","10.8","670.774","37.238","2156.104","2075.259"
"5","9","16","721","141","28.9","10.3","521.866","35.273","1650.61","1587.054"
"5","9","17","609","96","27.8","9.3","274.848","31.161","807.73","768.161"
"5","9","18","303","52","25.6","7.2","60.429","25.923","167.023","141.638"
"5","9","19","3","0","21.7","4.1","0","21.7","0","0"
"5","9","20","0","0","20.6","5.2","0","20.6","0","0"
"5","9","21","0","0","21.1","2.1","0","21.1","0","0"
"5","9","22","0","0","18.3","4.1","0","18.3","0","0"
"5","9","23","0","0","17.2","2.1","0","17.2","0","0"
"5","10","0","0","0","16.1","4.1","0","16.1","0","0"
"5","10","1","0","0","16.7","6.2","0","16.7","0","0"
"5","10","2","0","0","15.6","8.2","0","15.6","0","0"
"5","10","3","0","0","13.9","6.7","0","13.9","0","0"
"5","10","4","0","0","12.2","6.2","0","12.2","0","0"
"5","10","5","65","3","11.7","5.7","2.91","10.465","10.693","0"
"5","10","6","423","37","13.9","5.2","53.112","13.589","134.699","109.937"
"5","10","7","722","66","16.1","8.2","279.329","19.254","847.927","807.351"
"5","10","8","840","95","18.9","8.2","537.943","26.063","1770.195","1702.746"
"5","10","9","902","124","20.6","8.8","778.782","31.037","2578.648","2481.679"
"5","10","10","934","147","21.7","7.2","962.694","36.72","3123.5","3003.496"
"5","10","11","948","160","23.3","8.2","1076.31","38.965","3458.655","3323.225"
"5","10","12","948","169","24.4","5.7","1114.807","44.847","3477.077","3340.771"
"5","10","13","945","165","25.6","6.2","1078.573","44.488","3369.658","3238.418"
"5","10","14","929","149","26.1","7.2","961.011","41.454","3044.699","2928.184"
"5","10","15","896","125","26.1","7.7","776.521","37.916","2485.902","2392.603"
"5","10","16","836","98","26.1","7.2","540.122","34.528","1707.367","1641.978"
"5","10","17","727","69","25","5.7","285.101","29.846","825.885","785.863"
"5","10","18","455","39","23.3","4.1","57.616","23.787","138.294","113.463"
"5","10","19","31","5","20.6","3.1","4.849","19.289","17.129","0"
"5","10","20","0","0","16.7","3.1","0","16.7","0","0"
"5","10","21","0","0","15.6","3.6","0","15.6","0","0"
"5","10","22","0","0","13.3","4.1","0","13.3","0","0"
"5","10","23","0","0","11.7","3.1","0","11.7","0","0"
"5","11","0","0","0","12.8","1.5","0","12.8","0","0"
"5","11","1","0","0","11.7","3.6","0","11.7","0","0"
"5","11","2","0","0","10","3.6","0","10","0","0"
"5","11","3","0","0","10","3.1","0","10","0","0"
"5","11","4","0","0","8.9","3.6","0","8.9","0","0"
"5","11","5","10","0","8.9","3.6","0","8.9","0","0"
"5","11","6","374","44","12.8","2.1","57.406","12.365","157.238","132.042"
"5","11","7","674","76","16.7","3.6","273.852","21.526","829.248","789.142"
"5","11","8","746","121","20.6","4.1","513.92","30.835","1657.736","1593.951"
"5","11","9","831","155","21.7","5.7","758.249","34.994","2463.829","2371.393"
"5","11","10","875","172","23.3","4.6","940.314","42.408","2964.778","2851.746"
"5","11","11","832","214","23.3","3.6","1023.871","46.311","3168.612","3046.588"
"5","11","12","895","211","25","5.7","1110.725","45.307","3456.087","3320.779"
"5","11","13","881","220","26.1","4.6","1077.132","48.515","3295.082","3167.3"
"5","11","14","847","192","27.2","6.2","936.169","43.635","2933.353","2821.675"
"5","11","15","793","169","27.2","6.2","746.451","40.227","2363.694","2275.118"
"5","11","16","715","139","26.7","6.2","516.312","35.545","1630.673","1567.754"
"5","11","17","567","102","26.1","6.7","268.147","30.162","796.903","757.602"
"5","11","18","269","54","24.4","4.6","60.562","24.884","172.284","146.797"
"5","11","19","4","0","23.3","5.2","0","23.3","0","0"
"5","11","20","0","0","22.2","6.7","0","22.2","0","0"
"5","11","21","0","0","21.1","6.2","0","21.1","0","0"
"5","11","22","0","0","20","5.7","0","20","0","0"
"5","11","23","0","0","18.9","5.2","0","18.9","0","0"
"5","12","0","0","0","18.3","4.1","0","18.3","0","0"
"5","12","1","0","0","17.8","3.1","0","17.8","0","0"
"5","12","2","0","0","16.7","3.6","0","16.7","0","0"
"5","12","3","0","0","16.7","3.1","0","16.7","0","0"
"5","12","4","0","0","16.1","2.1","0","16.1","0","0"
"5","12","5","2","0","16.1","2.1","0","16.1","0","0"
"5","12","6","205","53","17.8","3.6","55.887","17.526","170.89","145.429"
"5","12","7","524","103","21.1","5.7","255.582","24.674","782.44","743.497"
"5","12","8","664","155","22.2","7.2","504.159","29.464","1642.686","1579.384"
"5","12","9","673","223","23.9","7.7","711.944","34.275","2324.401","2237.316"
"5","12","10","611","318","26.7","7.2","855.954","40.04","2732.614","2629.393"
"5","12","11","70","423","25.6","6.7","483.639","33.585","1596.522","1534.687"
"5","12","12","16","382","26.7","6.2","385.156","32.965","1275.333","1223.204"
"5","12","13","47","541","28.3","6.7","579.895","37.381","1878.714","1807.625"
"5","12","14","52","476","27.8","5.7","511.873","36.837","1662.562","1598.622"
"5","12","15","169","424","28.3","6.2","536.175","37.222","1734.08","1667.819"
"5","12","16","180","281","28.3","6.2","364.941","34.312","1185.909","1136.326"
"5","12","17","45","177","27.8","6.7","178.653","30.247","591.235","556.849"
"5","12","18","20","64","26.7","6.7","58.197","26.925","195.705","169.759"
"5","12","19","0","1","25.6","6.7","0.97","24.72","3.341","0"
"5","12","20","0","0","23.9","6.2","0","23.9","0","0"
"5","12","21","0","0","22.8","7.2","0","22.8","0","0"
"5","12","22","0","0","21.7","6.7","0","21.7","0","0"
"5","12","23","0","0","21.1","5.2","0","21.1","0","0"
"5","13","0","0","0","21.1","5.2","0","21.1","0","0"
"5","13","1","0","0","20.6","4.6","0","20.6","0","0"
"5","13","2","0","0","20.6","3.6","0","20.6","0","0"
"5","13","3","0","0","20.6","6.2","0","20.6","0","0"
"5","13","4","0","0","20.6","5.2","0","20.6","0","0"
"5","13","5","0","1","20.6","4.1","0.97","19.2","3.427","0"
"5","13","6","1","19","21.7","4.1","18.046","20.701","63.197","39.781"
"5","13","7","1","56","22.2","5.2","53.454","22.053","186.238","160.478"
"5","13","8","2","120","22.8","6.7","115.141","23.753","398.235","368.135"
"5","13","9","2","138","23.3","6.7","132.973","24.626","458.176","426.779"
"5","13","10","10","359","25.6","7.2","353.982","30.42","1186.616","1137.013"
"5","13","11","28","433","26.7","7.2","445.58","33.213","1473.603","1415.586"
"5","13","12","89","467","28.3","6.2","549.686","37.372","1780.947","1713.142"
"5","13","13","406","414","29.4","5.2","814.383","44.61","2542.905","2447.359"
"5","13","14","429","399","30.6","6.2","772.62","43.972","2418.246","2327.578"
"5","13","15","159","385","30","6.2","490.9","38.497","1577.438","1516.204"
"5","13","16","246","277","30","5.7","395.599","36.864","1265.348","1213.507"
"5","13","17","259","169","29.4","4.1","236.404","34.054","732.45","694.729"
"5","13","18","37","58","28.9","4.1","54.495","29.354","178.682","153.07"
"5","13","19","3","0","27.2","2.6","0","27.2","0","0"
"5","13","20","0","0","25","3.1","0","25","0","0"
"5","13","21","0","0","25.6","4.6","0","25.6","0","0"
"5","13","22","0","0","25","5.2","0","25","0","0"
"5","13","23","0","0","25","4.1","0","25","0","0"
"5","14","0","0","0","24.4","2.6","0","24.4","0","0"
"5","14","1","0","0","24.4","3.1","0","24.4","0","0"
"5","14","2","0","0","22.8","8.2","0","22.8","0","0"
"5","14","3","0","0","20.6","6.7","0","20.6","0","0"
"5","14","4","0","0","20","6.7","0","20","0","0"
"5","14","5","0","1","20","6.7","0.97","18.958","3.431","0"
"5","14","6","0","38","19.4","8.8","35.987","19.013","127.281","102.66"
"5","14","7","0","131","19.4","9.3","123.247","20.231","433.471","402.612"
"5","14","8","64","353","20","8.8","369.986","24.387","1270.97","1218.967"
"5","14","9","214","438","21.1","7.7","581.23","29.328","1952.904","1879.271"
"5","14","10","99","558","22.8","7.2","633.74","32.453","2103.06","2024.131"
"5","14","11","28","550","24.4","6.7","560.675","33.383","1852.704","1782.497"
"5","14","12","208","704","25.6","6.2","911.031","40.958","2898.862","2788.662"
"5","14","13","258","645","27.2","5.2","891.065","44.363","2786.067","2680.627"
"5","14","14","685","310","28.3","5.2","911.199","45.817","2823.758","2716.74"
"5","14","15","707","216","28.9","5.7","729.39","42.3","2287.042","2201.364"
"5","14","16","655","160","28.9","5.2","504.693","38.56","1573.664","1512.549"
"5","14","17","479","135","28.3","5.7","271.505","32.912","813.437","773.726"
"5","14","18","148","74","25.6","5.7","71.737","26.217","225.125","198.598"
"5","14","19","7","4","23.3","5.7","3.879","22.358","13.511","0"
"5","14","20","0","0","22.2","3.1","0","22.2","0","0"
"5","14","21","0","0","20.6","3.6","0","20.6","0","0"
"5","14","22","0","0","19.4","2.6","0","19.4","0","0"
"5","14","23","0","0","17.2","3.1","0","17.2","0","0"
"5","15","0","0","0","17.8","1.5","0","17.8","0","0"
"5","15","1","0","0","18.9","3.6","0","18.9","0","0"
"5","15","2","0","0","16.7","3.6","0","16.7","0","0"
"5","15","3","0","0","16.7","5.2","0","16.7","0","0"
"5","15","4","0","0","17.2","5.2","0","17.2","0","0"
"5","15","5","0","1","17.8","5.7","0.97","16.614","3.468","0"
"5","15","6","0","33","18.3","5.2","31.299","17.63","111.397","87.078"
"5","15","7","9","140","18.3","6.2","134.18","19.528","471.726","440.031"
"5","15","8","0","192","18.9","5.7","182.351","21.218","638.435","602.954"
"5","15","9","9","290","20.6","6.7","283.706","24.451","978.215","934.282"
"5","15","10","0","349","21.7","6.7","335.434","26.537","1145.56","1097.104"
"5","15","11","3","386","21.7","6.7","375.323","27.253","1277.434","1225.245"
"5","15","12","1","438","21.7","6.7","424.931","28.117","1440.348","1383.343"
"5","15","13","1","443","22.2","6.2","429.212","29.079","1448.181","1390.938"
"5","15","14","0","425","22.2","6.2","409.41","28.743","1383.593","1328.291"
"5","15","15","0","337","21.7","4.6","322.477","27.741","1095.029","1047.964"
"5","15","16","24","97","22.2","7.7","105.569","23.177","364.224","334.846"
"5","15","17","99","193","22.8","7.2","208.956","25.252","699.575","662.646"
"5","15","18","0","32","22.2","6.7","30.346","21.917","105.903","81.688"
"5","15","19","0","1","22.8","6.2","0.97","21.79","3.387","0"
"5","15","20","0","0","22.8","4.6","0","22.8","0","0"
"5","15","21","0","0","23.3","5.7","0","23.3","0","0"
"5","15","22","0","0","23.9","7.2","0","23.9","0","0"
"5","15","23","0","0","23.9","5.7","0","23.9","0","0"
"5","16","0","0","0","23.9","5.2","0","23.9","0","0"
"5","16","1","0","0","23.9","4.1","0","23.9","0","0"
"5","16","2","0","0","23.3","4.1","0","23.3","0","0"
"5","16","3","0","0","23.3","5.2","0","23.3","0","0"
"5","16","4","0","0","22.8","5.2","0","22.8","0","0"
"5","16","5","0","0","21.7","5.2","0","21.7","0","0"
"5","16","6","0","8","20.6","4.6","7.566","19.427","26.709","3.963"
"5","16","7","1","93","20","3.6","88.336","20.532","310.065","281.816"
"5","16","8","0","161","20","3.1","152.959","22.301","532.853","499.798"
"5","16","9","1","144","21.7","2.6","137.972","23.974","476.884","445.076"
"5","16","10","15","262","22.8","2.6","264.108","28.184","894.835","853.067"
"5","16","11","224","513","26.7","4.6","726.144","40.699","2313.404","2226.734"
"5","16","12","471","455","28.9","5.2","931.792","46.56","2880.472","2771.055"
"5","16","13","513","385","31.1","5.2","887.097","48.252","2717.644","2615.04"
"5","16","14","713","289","32.2","5.2","914.383","49.803","2774.585","2669.624"
"5","16","15","722","248","31.7","5.2","770.042","46.653","2361.285","2272.8"
"5","16","16","609","190","32.2","5.2","507.279","42.027","1558.057","1497.431"
"5","16","17","228","192","30","8.8","247.016","33.132","776.524","737.727"
